target,source
K955914,S
K011185,S
K955293,S
K924818,S
K935272,S
K942705,S
K945274,S
K946229,S
K925358,S
K010182,S
K002530,S
K936272,S
K940471,S
K010212,S
K914312,S
K922356,S
K923924,S
K952834,S
K002179,S
K932029,S
K935819,S
K941698,S
K011177,S
K160266,S
K942400,S
K011070,S
K011524,S
K961631,S
K912969,S
K913812,S
K920047,S
K932777,S
K933438,S
K953969,S
K954125,S
K001799,S
K000340,S
K925741,S
K926254,S
K931572,S
K941044,S
K942716,S
K951856,S
K001388,S
K952190,S
K955331,S
K920870,S
K912132,S
K913186,S
K914121,S
K915358,S
K920710,S
K923840,S
K930387,S
K931355,S
K931816,S
K001653,S
K002421,S
K950956,S
K922964,S
K951939,S
K001960,S
K010952,S
K931900,S
K932807,S
K160247,S
K951037,S
K001450,S
K952616,S
K922373,S
K010056,S
K000720,S
K130168,S
K160602,S
K000516,S
K160299,S
K160353,S
K926144,S
K931815,S
K182402,S
K935352,S
K940252,S
K942904,S
K011065,S
K160076,S
K955558,S
K960067,S
K934009,S
K930020,S
K931716,S
K925173,S
K002335,S
K111498,S
K944672,S
K171642,S
K950671,S
K942564,S
K953620,S
K932106,S
K954539,S
K924878,S
K160053,S
K160570,S
K002110,S
K010922,S
K011116,S
K213492,S
K021528,S
K000965,S
K994260,S
K023646,S
K943168,S
K001160,S
K925323,S
K213296,S
K964978,S
K001507,S
K001608,S
K011375,S
K921878,S
K924723,S
K923104,S
K923729,S
K092627,S
K924642,S
K000945,S
K001227,S
K912591,S
K912800,S
K920411,S
K921279,S
K921873,S
K072746,S
K153770,S
K110233,S
K011329,S
K153761,S
K160365,S
K001024,S
K001126,S
K000380,S
K935792,S
K942010,S
K953004,S
K953499,S
K142668,S
K955652,S
K000951,S
K931524,S
K933880,S
K942450,S
K954020,S
K925963,S
K931584,S
K922205,S
K933933,S
K942999,S
K943519,S
K944619,S
K913617,S
K915495,S
K921889,S
K072259,S
K001958,S
K052473,S
K002488,S
K121332,S
K083476,S
K010962,S
K011518,S
K160014,S
K946227,S
K931129,S
K934756,S
K952221,S
K953738,S
K953870,S
K912590,S
K945751,S
K915282,S
K003776,S
K933671,S
K950729,S
K011047,S
K000885,S
K943738,S
K950139,S
K051580,S
K221555,S
K153683,S
K941906,S
K151426,S
K160343,S
K922286,S
K923851,S
K002908,S
K070502,S
K010045,S
K011300,S
K132305,S
K002505,S
K991227,S
K011364,S
K160156,S
K915416,S
K000037,S
K212727,S
K952549,S
K921562,S
K001340,S
K951930,S
K001371,S
K000649,S
K000858,S
K952234,S
K002019,S
K010131,S
K000459,S
K010626,S
K010802,S
K952984,S
K000411,S
K001117,S
K933664,S
K945377,S
K950480,S
K000954,S
K933126,S
K943805,S
K952956,S
K913174,S
K914519,S
K922352,S
K922808,S
K924513,S
K942240,S
K942857,S
K926272,S
K934246,S
K000892,S
K160417,S
K160566,S
K923349,S
K923957,S
K932866,S
K941245,S
K000408,S
K951861,S
K922754,S
K002276,S
K003874,S
K912542,S
K061347,S
K003238,S
K010640,S
K011497,S
K926550,S
K931793,S
K923873,S
K922489,S
K925127,S
K001753,S
K092689,S
K003411,S
K000346,S
K160116,S
K160552,S
K153749,S
K010948,S
K000700,S
K926228,S
K931879,S
K932824,S
K945130,S
K924014,S
K953863,S
K912204,S
K914205,S
K915644,S
K920604,S
K924884,S
K002727,S
K072790,S
K010039,S
K002916,S
K010325,S
K010529,S
K955182,S
K955618,S
K010862,S
K162680,S
K212400,S
K942730,S
K944856,S
K923781,S
K002383,S
K003982,S
K010026,S
K010413,S
K011373,S
K931702,S
K923972,S
K944415,S
K951687,S
K952331,S
K954151,S
K001325,S
K001736,S
K945749,S
K945844,S
K951003,S
K951088,S
K934410,S
K934724,S
K911844,S
K940265,S
K940845,S
K941847,S
K942820,S
K946228,S
K010193,S
K010627,S
K011122,S
K011197,S
K001118,S
K150004,S
K212303,S
K935452,S
K935671,S
K932957,S
K940575,S
K941834,S
K945382,S
K951411,S
K950187,S
K950303,S
K951950,S
K941221,S
K942577,S
K002010,S
K010034,S
K010211,S
K010601,S
K000543,S
K955094,S
K000927,S
K000739,S
K943008,S
K952287,S
K923835,S
K001222,S
K001987,S
K003174,S
K003636,S
K010644,S
K000538,S
K926501,S
K940374,S
K940236,S
K951286,S
K923859,S
K913978,S
K922123,S
K951738,S
K072759,S
K092614,S
K926543,S
K930366,S
K931735,S
K932827,S
K933493,S
K931310,S
K932609,S
K934525,S
K934545,S
K934636,S
K935417,S
K935528,S
K942861,S
K001539,S
K001935,S
K951347,S
K952748,S
K925131,S
K925462,S
K943042,S
K182825,S
K082467,S
K941750,S
K151339,S
K940218,S
K941525,S
K943165,S
K003445,S
K953054,S
K953689,S
K911765,S
K951109,S
K921435,S
K924354,S
K924851,S
K921871,S
K922183,S
K923398,S
K001788,S
K051297,S
K001527,S
K002402,S
K160092,S
K010435,S
K011199,S
K182422,S
K924715,S
K954500,S
K160414,S
K951888,S
K954289,S
K940433,S
K002954,S
K162678,S
K160301,S
K933440,S
K160281,S
K952674,S
K962290,S
K931477,S
K001006,S
K953939,S
K912045,S
K001679,S
K001892,S
K002972,S
K003266,S
K934148,S
K940180,S
K953827,S
K001594,S
K002371,S
K933801,S
K153742,S
K160569,S
K941011,S
K921233,S
K010819,S
K011317,S
K926059,S
K923470,S
K000665,S
K943188,S
K946345,S
K952928,S
K953173,S
K932465,S
K934706,S
K950047,S
K955043,S
K001532,S
K001634,S
K002028,S
K002822,S
K002863,S
K003156,S
K003758,S
K003854,S
K010981,S
K952249,S
K945395,S
K010634,S
K011131,S
K000605,S
K913859,S
K924632,S
K001378,S
K931018,S
K931635,S
K011120,S
K953719,S
K924027,S
K920751,S
K924083,S
K912526,S
K914580,S
K932346,S
K001237,S
K002522,S
K002705,S
K921254,S
K002051,S
K000020,S
K010793,S
K010833,S
K001430,S
K000819,S
K921467,S
K934730,S
K945296,S
K946380,S
K953449,S
K913341,S
K914502,S
K921651,S
K940906,S
K945573,S
K951371,S
K952357,S
K950292,S
K181662,S
K000420,S
K010371,S
K010965,S
K953564,S
K001451,S
K935777,S
K943435,S
K931749,S
K001660,S
K930361,S
K941779,S
K945040,S
K951781,S
K914515,S
K950849,S
K000956,S
K000096,S
K003733,S
K111046,S
K971770,S
K991057,S
K994282,S
K926361,S
K930261,S
K930804,S
K953968,S
K954600,S
K912935,S
K920364,S
K921199,S
K003839,S
K003924,S
K003443,S
K930489,S
K934189,S
K940974,S
K951784,S
K953012,S
K002384,S
K955271,S
K960006,S
K003707,S
K000884,S
K153708,S
K160555,S
K160140,S
K160241,S
K913987,S
K923993,S
K011457,S
K936224,S
K941559,S
K160429,S
K102146,S
K011330,S
K920124,S
K001043,S
K944331,S
K941337,S
K944369,S
K010336,S
K953694,S
K945611,S
K001101,S
K935727,S
K936304,S
K945545,S
K935630,S
K936220,S
K940416,S
K943190,S
K943737,S
K944154,S
K000310,S
K924481,S
K001520,S
K915552,S
K923931,S
K181091,S
K002650,S
K011093,S
K001368,S
K994279,S
K944601,S
K945397,S
K951303,S
K001890,S
K001964,S
K002063,S
K002444,S
K994292,S
K003529,S
K010845,S
K932882,S
K932645,S
K941234,S
K953351,S
K953836,S
K935505,S
K952973,S
K953581,S
K953724,S
K954699,S
K933280,S
K952053,S
K950595,S
K002429,S
K001210,S
K953967,S
K954875,S
K955014,S
K063551,S
K003030,S
K101813,S
K930096,S
K010563,S
K010449,S
K953436,S
K112010,S
K002067,S
K002974,S
K004047,S
K010724,S
K011500,S
K160589,S
K950337,S
K950439,S
K952444,S
K001700,S
K171282,S
K000716,S
K190573,S
K935926,S
K945595,S
K946012,S
K001798,S
K011085,S
K971956,S
K930598,S
K930827,S
K933589,S
K932249,S
K952656,S
K001580,S
K003245,S
K092593,S
K003614,S
K010063,S
K001861,S
K010351,S
K010554,S
K160096,S
K162931,S
K945457,S
K933791,S
K942356,S
K943074,S
K951026,S
K162565,S
K182881,S
K944731,S
K072550,S
K923404,S
K923615,S
K002313,S
K002644,S
K003211,S
K936047,S
K946238,S
K003455,S
K181035,S
K010010,S
K011362,S
K101010,S
K173945,S
K173978,S
K010598,S
K932885,S
K933142,S
K950993,S
K913845,S
K913956,S
K921287,S
K955404,S
K924413,S
K003794,S
K932988,S
K013915,S
K000287,S
K072995,S
K994253,S
K950982,S
K935082,S
K940271,S
K943691,S
K946247,S
K951081,S
K103830,S
K920394,S
K920705,S
K921942,S
K953569,S
K001585,S
K002459,S
K953341,S
K010771,S
K011164,S
K000854,S
K000801,S
K913471,S
K932384,S
K951650,S
K955155,S
K924991,S
K063350,S
K943287,S
K945688,S
K951287,S
K926594,S
K913611,S
K915359,S
K920056,S
K931923,S
K932464,S
K933518,S
K934339,S
K940554,S
K001758,S
K924685,S
K002591,S
K934114,S
K912078,S
K913130,S
K926422,S
K934565,S
K935748,S
K951786,S
K924639,S
K920063,S
K002556,S
K003739,S
K915632,S
K940396,S
K950693,S
K936134,S
K940552,S
K951162,S
K951955,S
K953932,S
K954807,S
K922665,S
K924009,S
K001828,S
K912426,S
K913504,S
K913966,S
K923270,S
K001280,S
K002865,S
K102792,S
K102906,S
K000365,S
K160558,S
K011159,S
K000578,S
K160197,S
K931342,S
K951924,S
K952628,S
K952789,S
K001220,S
K943292,S
K140822,S
K120897,S
K163092,S
K173783,S
K000836,S
K994288,S
K954667,S
K921777,S
K924748,S
K063125,S
K003567,S
K010690,S
K923576,S
K924619,S
K092110,S
K923328,S
K944793,S
K945888,S
K946120,S
K073533,S
K132070,S
K925452,S
K120193,S
K182421,S
K063685,S
K943722,S
K951572,S
K934946,S
K935951,S
K930312,S
K930955,S
K181562,S
K932858,S
K934045,S
K934829,S
K940177,S
K941156,S
K943529,S
K945103,S
K950629,S
K994255,S
K001107,S
K073108,S
K003267,S
K081887,S
K010188,S
K001063,S
K924337,S
K002675,S
K002964,S
K003158,S
K011064,S
K000417,S
K000607,S
K930867,S
K932166,S
K935394,S
K940267,S
K941485,S
K942531,S
K943017,S
K071170,S
K943402,S
K943570,S
K945083,S
K944016,S
K944854,S
K914815,S
K920342,S
K924155,S
K924926,S
K011554,S
K926393,S
K940063,S
K952554,S
K042948,S
K945569,S
K951139,S
K953638,S
K212045,S
K160012,S
K931429,S
K930740,S
K935251,S
K935349,S
K001208,S
K003163,S
K003858,S
K003958,S
K010470,S
K150192,S
K932276,S
K932610,S
K935216,S
K942751,S
K943727,S
K151394,S
K953080,S
K954510,S
K940542,S
K951607,S
K952149,S
K954218,S
K001733,S
K010428,S
K000931,S
K924004,S
K924870,S
K003417,S
K010732,S
K010953,S
K955485,S
K931704,S
K933445,S
K930803,S
K933278,S
K933470,S
K943464,S
K943620,S
K945538,S
K945832,S
K950227,S
K951442,S
K951480,S
K952033,S
K952351,S
K940243,S
K002830,S
K944969,S
K945693,S
K950301,S
K952923,S
K953532,S
K932091,S
K932408,S
K934390,S
K951112,S
K922224,S
K926082,S
K931107,S
K920017,S
K951666,S
K926018,S
K931656,S
K932422,S
K935334,S
K003069,S
K003278,S
K943301,S
K953139,S
K092624,S
K954579,S
K001866,S
K003612,S
K072840,S
K010785,S
K121221,S
K153703,S
K011371,S
K954195,S
K000961,S
K930364,S
K931544,S
K931783,S
K944244,S
K934451,S
K935434,S
K951362,S
K952895,S
K954562,S
K002211,S
K003500,S
K092666,S
K926158,S
K930299,S
K931283,S
K932663,S
K935371,S
K943425,S
K000455,S
K001295,S
K000165,S
K083847,S
K091003,S
K153709,S
K160223,S
K003771,S
K933787,S
K936310,S
K160374,S
K951021,S
K915166,S
K920409,S
K921045,S
K954869,S
K002201,S
K930964,S
K221590,S
K001031,S
K920403,S
K941740,S
K942436,S
K943457,S
K100817,S
K922866,S
K923740,S
K945743,S
K946162,S
K950500,S
K173373,S
K160064,S
K915470,S
K923567,S
K943597,S
K944115,S
K915423,S
K060429,S
K002679,S
K003261,S
K922156,S
K922753,S
K930812,S
K931340,S
K932735,S
K932921,S
K933290,S
K934784,S
K003861,S
K955118,S
K001760,S
K010285,S
K153772,S
K160361,S
K922240,S
K932941,S
K934475,S
K915112,S
K920988,S
K945172,S
K945606,S
K914046,S
K002053,S
K043617,S
K002148,S
K051276,S
K002355,S
K003424,S
K003849,S
K010273,S
K920940,S
K926305,S
K930023,S
K930241,S
K932508,S
K933009,S
K935876,S
K943825,S
K946294,S
K951685,S
K954712,S
K000842,S
K000697,S
K932268,S
K915137,S
K922160,S
K922674,S
K934518,S
K943150,S
K946286,S
K951006,S
K925442,S
K952971,S
K953071,S
K002088,S
K002706,S
K003572,S
K051510,S
K930597,S
K090105,S
K933394,S
K933915,S
K936232,S
K140773,S
K953280,S
K912438,S
K930325,S
K932059,S
K001943,S
K004018,S
K010164,S
K010263,S
K934959,S
K924820,S
K003280,S
K010911,S
K943469,S
K945950,S
K952992,S
K954015,S
K962166,S
K950966,S
K101281,S
K162921,S
K011383,S
K221226,S
K943807,S
K945000,S
K945531,S
K953475,S
K953710,S
K954565,S
K003599,S
K000490,S
K000568,S
K032735,S
K002949,S
K081003,S
K111785,S
K121220,S
K000545,S
K212578,S
K942315,S
K943134,S
K945208,S
K945818,S
K922681,S
K924231,S
K952851,S
K954647,S
K920675,S
K920695,S
K000309,S
K010750,S
K002927,S
K002839,S
K010622,S
K955870,S
K010052,S
K160267,S
K955284,S
K920006,S
K920559,S
K994273,S
K912153,S
K926089,S
K934966,S
K936179,S
K940707,S
K942544,S
K943826,S
K951463,S
K913869,S
K920010,S
K001509,S
K003889,S
K003299,S
K003971,S
K010901,S
K010692,S
K002473,S
K003444,S
K941788,S
K942575,S
K942678,S
K943392,S
K945778,S
K950725,S
K953015,S
K011145,S
K943268,S
K954374,S
K001741,S
K042062,S
K001034,S
K942207,S
K950166,S
K951478,S
K951804,S
K951909,S
K952251,S
K182848,S
K004011,S
K923826,S
K000319,S
K092656,S
K010623,S
K011026,S
K160432,S
K000994,S
K952572,S
K173034,S
K182071,S
K926396,S
K931605,S
K932781,S
K934516,S
K934988,S
K940979,S
K943811,S
K915398,S
K915616,S
K922826,S
K950024,S
K950343,S
K952205,S
K953463,S
K954689,S
K912853,S
K914510,S
K940395,S
K941086,S
K950360,S
K921219,S
K150931,S
K192155,S
K936111,S
K954332,S
K222363,S
K160575,S
K955769,S
K994234,S
K182889,S
K190559,S
K994244,S
K940349,S
K941848,S
K925879,S
K930342,S
K931117,S
K932271,S
K932689,S
K914939,S
K915774,S
K922879,S
K994437,S
K934169,S
K934973,S
K951445,S
K952974,S
K924504,S
K924918,S
K002490,S
K003259,S
K010283,S
K010985,S
K002193,S
K930635,S
K003291,S
K930772,S
K010602,S
K010697,S
K011189,S
K011290,S
K083931,S
K102734,S
K934696,S
K940645,S
K940913,S
K011005,S
K160363,S
K954409,S
K011536,S
K930391,S
K934934,S
K001273,S
K001876,S
K002764,S
K002957,S
K010359,S
K010378,S
K935781,S
K944107,S
K945101,S
K946355,S
K003169,S
K003072,S
K003190,S
K102864,S
K925833,S
K112231,S
K933717,S
K936015,S
K941352,S
K942594,S
K932048,S
K933836,S
K952636,S
K952926,S
K953802,S
K001560,S
K002431,S
K940777,S
K951532,S
K955294,S
K001781,S
K001895,S
K000488,S
K002768,S
K003155,S
K003254,S
K000397,S
K000245,S
K002975,S
K003269,S
K955347,S
K001026,S
K926127,S
K994291,S
K001215,S
K923878,S
K952168,S
K923639,S
K922455,S
K925542,S
K001770,S
K002854,S
K071604,S
K003415,S
K003526,S
K010964,S
K071168,S
K933799,S
K915697,S
K920007,S
K921194,S
K922077,S
K926221,S
K914753,S
K933050,S
K934338,S
K954165,S
K924877,S
K965161,S
K001564,S
K003856,S
K000349,S
K010963,S
K141028,S
K000641,S
K212837,S
K000737,S
K955334,S
K960228,S
K925778,S
K930234,S
K950683,S
K951665,S
K000357,S
K000422,S
K160101,S
K942962,S
K943183,S
K944437,S
K944769,S
K930156,S
K950267,S
K924475,S
K924115,S
K010535,S
K132892,S
K934541,S
K945133,S
K952590,S
K953861,S
K965070,S
K003385,S
K010126,S
K984207,S
K955052,S
K945335,S
K936280,S
K941294,S
K941876,S
K912380,S
K920407,S
K920718,S
K180693,S
K915648,S
K922570,S
K071575,S
K000500,S
K923352,S
K101898,S
K102638,S
K160246,S
K953851,S
K941121,S
K943193,S
K943740,S
K914765,S
K121333,S
K160169,S
K160597,S
K000710,S
K211227,S
K942919,S
K001213,S
K000180,S
K933475,S
K942868,S
K935415,S
K935870,S
K952873,S
K953377,S
K925076,S
K011191,S
K011479,S
K932386,S
K935090,S
K943146,S
K943916,S
K951190,S
K954001,S
K954346,S
K001311,S
K001508,S
K001910,S
K915281,S
K915684,S
K924626,S
K050556,S
K003284,S
K003553,S
K011376,S
K150729,S
K952557,S
K954922,S
K942060,S
K942532,S
K944301,S
K950414,S
K950882,S
K951744,S
K002378,S
K003462,S
K003699,S
K011097,S
K011269,S
K001005,S
K924363,S
K932746,S
K935461,S
K941462,S
K944081,S
K950831,S
K952700,S
K953659,S
K911749,S
K913214,S
K914151,S
K925668,S
K031409,S
K924423,S
K062213,K946157
K062213,K862008
K071687,K062369
K071687,K040209
K071687,K031665
K071687,K013940
K071687,K022181
K071687,K060905
K180576,S
K181569,K031201
K181569,K060569
K181569,K103837
K181569,K160700
K181569,K140883
K120146,S
K960984,K933875
K960984,K942028
K203502,K191647
K974626,K932810
K961602,S
K152215,K122025
K993120,S
K973614,S
K980823,K993232
K980823,K963254
K982974,K974541
K972936,K941070
K980598,S
K962515,S
K971836,K902655
K984384,K935830
K092576,K051534
K092576,K070614
K992949,K940158
K122241,K023518
K161922,K143439
K172795,K112189
K172795,K131243
K133641,K133142
K150523,K131820
K190991,K143393
K190991,K172326
K190991,K070095
K190991,K141056
K190991,K172326
K210618,K113119
K210618,K060962
K013070,S
K171215,K163708
K031390,K041318
K963046,K936071
K963929,K881632
K970672,S
K972132,K941615
K041243,S
K042548,K013230
K042548,K023327
K042548,K984201
K042548,K011394
K042548,K001815
K042562,S
K081332,S
K051592,K040796
K042611,S
K102739,S
K110900,S
K142178,K011009
K142178,K981260
K970012,K901591
K070827,S
K043045,K994337
K062732,S
K052292,K000742
K053110,S
K063874,S
K091246,K061317
K091246,K011693
K073131,K031119
K100229,K081777
K113023,S
K051780,S
K121560,K113308
K121560,K033438
K123636,K111767
K132659,K123898
K132659,K122826
K133569,K121083
K181844,K170500
K181844,K103753
K051171,K032144
K052997,K052600
K052997,K041876
K020120,S
K102283,S
K050241,S
K050784,K943397
K011713,S
K012943,K993571
K013264,K841548
K162426,K142594
K971162,S
K980121,S
K072898,K062639
K982875,S
K984171,K951859
K082839,K053119
K091091,K051933
K093459,K052143
K093459,K052142
K083710,S
K102938,S
K102613,K032908
K132073,K092810
K132073,K093583
K043041,K772200
K973439,K890735
K014025,K004044
K960817,K843014
K961009,S
K132874,K091598
K962614,K890155
K963382,S
K964640,S
K964781,K964781
K971579,K950119
K971579,K970299
K963355,K923875
K964612,S
K965029,K955848
K971726,K923657
K971962,K922193
K980811,K905192
K021653,K003322
K021653,K011812
K981753,S
K081219,K041829
K081219,K032205
K081219,K032191
K082332,K061778
K021992,K944393
K991497,K972243
K023233,K980734
K023233,K960194
K023233,K003898
K960849,S
K964117,K921901
K964117,K925126
K012360,K010012
K020868,S
K964451,S
K971274,K932890
K971550,K961483
K972210,K954648
K972471,S
K981270,K791312
K982540,S
K990438,K974520
K991883,S
K962819,K935376
K963290,K926252
K963290,K853138
K965153,S
K970733,S
K002362,K963562
K052477,S
K052840,K023424
K071656,S
K083002,K070910
K083398,K022476
K090043,S
K983947,K940382
K983947,K904581
K042584,K041440
K042584,K002639
K061496,K934965
K092438,K073346
K093955,S
K012937,K990214
K012937,K983670
K014283,S
K992169,K990639
K992492,S
K182984,K032030
K020128,S
K033123,K030433
K053417,K992815
K060881,S
K041710,K013908
K073669,S
K071236,K973332
K101917,S
K163113,K142088
K974084,K922836
K974084,K943288
K964918,S
K973671,K910252
K974592,K940346
K982149,K962799
K191798,K182277
K191798,K151028
K193541,K181860
K193541,K173153
K193541,K170962
K193541,K141665
K193541,K140319
K945586,S
K955634,K903699
K971381,S
K030390,K973017
K092567,K003457
K022269,K962480
K173524,K162189
K173524,K143417
K210012,K112735
K210012,K141933
K963158,K842280
K963433,S
K220292,K171454
K960222,K940090
K964523,K964523
K970073,S
K971170,S
K980566,S
K974466,S
K990381,S
K992844,K965240
K962654,S
K962926,K894190
K024090,K946173
K030014,K902801
K032516,S
K983641,K923597
K990953,K970989
K061042,K812300
K061042,K062305
K083732,K905548
K122155,K113672
K963501,K905427
K971198,K945467
K971198,K953489
K971198,K954611
K971198,K912908
K983185,K890530
K955708,K925793
K140917,S
K952443,S
K023648,K993485
K162638,K100614
K162638,K030595
K162638,K013877
K162638,K133518
K062697,S
K080134,K915638
K080134,K013061
K024010,S
K030826,S
K982677,K943776
K982781,K925816
K982781,K943659
K992555,K964964
K072226,S
K160411,K052568
K051029,K003201
K021943,S
K984585,K954077
K984585,K954534
K990482,K923020
K991794,K963642
K030263,S
K041232,K013087
K041232,K853212
K965124,S
K134010,K101231
K053427,K052090
K073228,S
K950672,K900474
K020466,S
K041381,K982731
K051742,K992308
K093229,K083508
K040328,K040328
K051568,K931132
K080998,K050062
K141146,K110407
K162573,K132969
K062355,S
K072504,S
K072520,K050332
K072520,K032673
K073494,S
K023857,K904393
K032738,S
K041023,K981596
K042164,K991818
K042164,K990530
K042900,S
K981149,K942620
K981149,K951876
K984209,S
K984406,K951765
K990104,S
K110852,K011876
K133608,K121735
K092273,S
K092824,K041855
K960517,K873295
K171455,K131243
K180680,K142549
K180680,K061331
K133550,K013119
K012201,K990088
K012201,K930591
K162801,K103085
K992885,K961572
K013897,S
K953111,K932519
K953111,K926120
K021150,K923530
K961704,K834363
K960117,K930488
K963700,K892228
K021367,K923714
K021367,K895070
K021367,K883036
K965129,S
K974839,K973030
K974839,K972782
K982472,S
K982579,S
K991960,K974022
K991156,S
K083137,K072237
K113723,K070894
K113723,K101287
K113723,K080216
K051697,K031355
K051697,K040747
K030443,K012088
K032132,K020574
K033756,K981715
K033756,K032705
K060053,S
K061353,K022791
K061353,K052546
K103256,K080625
K103256,K052792
K010330,K960713
K020148,S
K972501,K972501
K972501,K952830
K012667,S
K041942,S
K051361,K050120
K051361,K040893
K072212,S
K013121,K903193
K021049,S
K103466,K071032
K103744,S
K023561,S
K161942,K140551
K162935,K143531
K132862,K113192
K030731,S
K190691,K182533
K031175,S
K033464,K891576
K961488,K820750
K020956,K802146
K020956,K883917
K052641,K050449
K980878,S
K030338,K013623
K061994,S
K042624,S
K081611,S
K022221,S
K103297,K082310
K110070,K091445
K014068,K972889
K072827,K960313
K962480,K946271
K962589,S
K980463,K944164
K051487,S
K050561,S
K053128,K950347
K140103,K131295
K072622,S
K070394,S
K082112,K071033
K083609,K061294
K083609,K043337
K090163,S
K172441,K153340
K172441,K163226
K181132,K093903
K062543,K021486
K062543,K021429
K070665,K011873
K083785,K863830
K091589,K851146
K130112,K121017
K141452,K112812
K020496,S
K032601,S
K032791,K070546
K030469,K970866
K123230,S
K061497,K020996
K050078,K013295
K050078,K930353
K031178,S
K032809,K992917
K033728,S
K042139,K003885
K083865,S
K100098,S
K150787,K943181
K143271,K113509
K172414,K150072
K060720,S
K062739,K052630
K062739,K013553
K964220,K884845
K170770,K141151
K212930,K183049
K970951,K955577
K970951,K934599
K173037,K113860
K173037,K021261
K962061,S
K970873,K782169
K970873,K890782
K992147,K980485
K992147,K951846
K042555,S
K082309,S
K042805,S
K101588,K091088
K071151,S
K120730,K050158
K120730,K111168
K123912,K011657
K163127,K121225
K171556,K083310
K171556,K120867
K171556,K171832
K171556,K161369
K963783,K943450
K981055,K953482
K981055,K972905
K963009,S
K971105,S
K971204,K951445
K971204,K860366
K972938,K941071
K990518,K863444
K992694,K903497
K992694,K895635
K992694,K945826
K033500,S
K041914,S
K050304,K011759
K081032,K034046
K082046,S
K031985,K003780
K032406,S
K033864,K020595
K111412,K061425
K013129,S
K170698,K121713
K170698,K060428
K170698,K082320
K960490,K943458
K973917,K941984
K973917,K960826
K033442,K870271
K033442,K021803
K041189,S
K042116,K023290
K042116,K030429
K050311,S
K051426,S
K090584,S
K073016,K071272
K130147,S
K974325,K965213
K984615,S
K991462,S
K110133,S
K020053,K932550
K964765,K935374
K980220,S
K980473,S
K992559,K932252
K023971,K944566
K051827,K982819
K051827,K973405
K052748,K951114
K090052,S
K972141,S
K021346,S
K022384,K962595
K022887,K884739
K141956,K132805
K960391,K921674
K961712,K905742
K963173,K954276
K970377,K960395
K970377,K935342
K982898,K954062
K990503,S
K972444,S
K973025,K903193
K970233,S
K982102,S
K982699,K930115
K032707,K021397
K032707,K010026
K033106,S
K992588,S
K041315,S
K091453,S
K122267,K101804
K132461,K071586
K132461,K030995
K971203,K935880
K971203,K942575
K971298,S
K991035,K970002
K991270,K970168
K991270,K924830
K014027,K974486
K051002,K020779
K051434,K023962
K060442,K031276
K060442,K051531
K060442,K971730
K061401,K043479
K061401,K053508
K061401,K010989
K970337,S
K992127,K951890
K103351,K060472
K103351,K991808
K011721,K971381
K032219,K013296
K061615,S
K071335,K040851
K071335,K943275
K013093,K911880
K032073,S
K121407,K043063
K041469,K000742
K143324,K111650
K970248,S
K190644,K142819
K940942,K904070
K940942,K894632
K940942,K904017
K960575,S
K960807,K882071
K960807,K830332
K051363,S
K981527,K963760
K981527,K933458
K981527,K960232
K981527,K980763
K982187,K973840
K071404,K022809
K080586,K051886
K172918,K090458
K092492,S
K140475,K932251
K221388,K213654
K020328,K981199
K962393,S
K101425,K032706
K990750,S
K992228,S
K992309,K924456
K992309,K973840
K033205,K023601
K033205,K003297
K033205,K012004
K033205,K950188
K964511,S
K981303,K851172
K991256,S
K011660,K862970
K011660,K902342
K041185,S
K972631,K925111
K973220,S
K982586,S
K982989,K945534
K090106,K023776
K991609,K982116
K991609,K892364
K993238,K943186
K023212,S
K041191,K010566
K051899,K924070
K051899,K973339
K101568,K082641
K101568,K013171
K070820,S
K090292,K060472
K103480,K083227
K103480,K071513
K121889,K102682
K121889,K111418
K020322,S
K964069,K923061
K091354,K033732
K091354,K031307
K091354,K042164
K092061,K012054
K101041,K092691
K101041,K091941
K101041,K060993
K101041,K041688
K130482,K102025
K133351,S
K163207,K141081
K191792,K182277
K191792,K151028
K191792,K181727
K191792,K181783
K973172,K911457
K041599,K040104
K034025,S
K083690,K953034
K052719,S
K111265,S
K090316,K040401
K023547,K050824
K150645,S
K030441,S
K042977,K010572
K024041,S
K982948,K961481
K123482,S
K965251,S
K080338,S
K981446,K970302
K981446,K993741
K981541,S
K991022,S
K100394,K053234
K101373,K062141
K020040,S
K021428,K960546
K021428,K926359
K170285,K142249
K083437,S
K032987,K981838
K032987,K925435
K962952,K801623
K962952,K910696
K962952,K921251
K962952,K950945
K962952,K883091
K963472,K963409
K963934,S
K965208,K961474
K970356,S
K081424,K031440
K081424,K072159
K974513,S
K981488,K962813
K982558,K952645
K954267,K941289
K955568,K940682
K960854,K894961
K960854,K922923
K960854,K871293
K023944,S
K991747,S
K011605,S
K143480,S
K992703,K952164
K990258,K935673
K991387,K971333
K992308,S
K952751,K834210
K971543,K850705
K221528,S
K991514,S
K992348,K933518
K033411,K984498
K040258,K011034
K053446,K043072
K971814,K962109
K982869,K915132
K982869,K992167
K993209,K971207
K994220,S
K033160,K022012
K072470,K081099
K130737,K100461
K030319,K960659
K040030,S
K053482,K012865
K924930,S
K040360,K000919
K171873,K151750
K041660,K911457
K041591,K033972
K221848,S
K090794,S
K091292,K023331
K962963,S
K963946,K943549
K052915,S
K131427,K120467
K012346,K833587
K012346,K940515
K013003,S
K974341,K933948
K980185,S
K013667,K003882
K023176,K993403
K023176,S
K973313,S
