device,predicate
K992366,K973650
K992366,K962919
K992363,K960394
K992363,K960404
K992363,K983249
K992363,K863390
K992363,K960393
K992359,K963946
K992357,K980792
K992357,K952333
K992357,K982615
K992357,K980793
K992357,K982318
K992354,K961637
K992354,K961023
K992351,K964597
K992349,K964310
K992349,K973517
K992349,K962919
K992346,K952970
K992346,K972401
K992341,K915170
K992340,K990966
K992340,K971273
K992340,K923682
K992336,K945938
K992333,K990303
K992333,K973683
K992328,K952826
K992324,K911813
K992324,K943976
K992324,K901407
K992324,K950457
K992324,K953903
K992324,K953409
K992322,K984169
K992322,K893221
K992321,K924124
K992321,K955278
K992320,K972512
K992319,K980653
K992319,K983075
K992319,K911581
K992319,K019231
K992318,K983008
K992307,K492207
K992306,K973959
K992305,K872048
K992302,K942302
K992298,K973324
K992298,K971737
K992297,K982235
K992297,K980955
K992297,K974362
K992297,K973695
K992297,K971951
K992297,K972567
K992297,K946126
K992297,K982156
K992297,K973317
K992296,K982235
K992296,K980955
K992296,K974362
K992296,K973695
K992296,K971951
K992296,K972567
K992296,K946126
K992296,K982156
K992296,K973317
K992291,K974587
K992291,K972202
K992288,K903419
K992288,K931111
K992285,K942444
K992285,K964078
K992282,K832520
K992282,K981172
K992280,K973631
K992280,K934870
K992280,K952210
K992279,K771346
K992278,K771346
K992277,K990160
K992276,K980288
K992275,K974584
K992274,K943978
K992274,K820415
K992273,K990125
K992273,K981576
K992273,K971910
K992272,K974120
K992271,K974151
K992270,K983683
K992270,K962941
K992264,K992244
K992264,K972303
K992264,K942214
K992264,K984046
K992262,K890341
K992262,K940632
K992259,K980060
K992256,K974848
K992251,K963285
K992251,K951531
K992248,K940030
K992244,K971221
K992243,K942248
K992242,K442242
K992241,K932373
K992241,K941840
K992238,K990966
K992237,K961271
K992237,K983927
K992237,K974713
K992236,K991138
K992235,K494223
K992231,K974067
K992231,K991619
K992230,K972232
K992229,K894643
K992229,K902610
K992227,K982412
K992227,K972470
K992226,K984053
K992225,K924605
K992224,K932373
K992221,K973538
K992221,K820298
K992221,K983883
K992221,K820198
K992220,K944507
K992220,K982288
K992220,K984290
K992216,K924408
K992211,K970098
K992211,K964055
K992209,K944866
K992208,K960700
K992208,K992205
K992206,K984460
K992205,K984461
K992198,K862056
K992197,K990170
K992194,K712194
K992193,K952235
K992193,K952232
K992188,K970718
K992180,K981870
K992180,K964849
K992177,K442111
K992173,K973774
K992173,K902783
K992172,K983807
K992170,K902696
K992168,K992165
K992168,K983583
K992168,K953882
K992168,K950697
K992168,K964024
K992168,K955348
K992168,K933881
K992163,K974322
K992161,K972648
K992161,K913372
K992161,K912256
K992159,K980431
K992159,K963226
K992159,K980483
K992159,K954665
K992155,K974813
K992155,K940942
K992154,K883921
K992153,K972792
K992153,K971705
K992152,K933056
K992152,K914945
K992152,K851895
K992152,K943315
K992152,K936024
K992152,K873159
K992152,K905198
K992149,K983406
K992149,K963088
K992145,K980768
K992145,K980414
K992143,K982235
K992143,K980955
K992143,K974362
K992143,K973695
K992143,K971951
K992143,K972567
K992143,K946126
K992143,K982156
K992143,K973317
K992141,K790071
K992140,K844987
K992140,K942782
K992140,K830805
K992140,K834502
K992140,K934592
K992136,K949213
K992135,K142135
K992131,K973463
K992130,K894052
K992130,K884863
K992126,K954726
K992126,K932626
K992126,K961492
K992126,K934094
K992125,K881865
K992125,K973459
K992125,K980569
K992125,K964307
K992122,K944182
K992121,K960705
K992121,K955293
K992121,K901337
K992121,K951256
K992121,K942189
K992120,K992520
K992116,K954632
K992116,K963380
K992114,K963285
K992114,K951531
K992112,K974315
K992108,K982235
K992108,K980955
K992108,K974362
K992108,K973695
K992108,K971951
K992108,K972567
K992108,K946126
K992108,K982156
K992108,K973317
K992106,K971297
K992106,K974107
K992106,K983485
K992106,K970912
K992102,K952333
K992102,K981948
K992101,K925673
K992101,K931394
K992101,K873953
K992101,K871083
K992092,K970098
K992091,K963748
K992088,K991191
K992088,K965162
K992088,K905482
K992088,K930378
K992088,K900198
K992085,K851636
K992081,K983320
K992081,K932983
K992078,K943596
K992078,K971878
K992077,K982235
K992077,K980955
K992077,K974362
K992077,K973695
K992077,K971951
K992077,K972567
K992077,K946126
K992077,K982156
K992077,K973317
K992076,K982235
K992076,K980955
K992076,K974362
K992076,K973695
K992076,K971951
K992076,K972567
K992076,K946126
K992076,K982156
K992076,K973317
K992074,K952276
K992073,K945293
K992073,K955519
K992072,K884505
K992072,K935811
K992072,K984638
K992066,K884930
K992066,K982196
K992066,K894142
K992066,K940277
K992066,K862120
K992065,K914000
K992065,K984541
K992065,K911686
K992065,K974044
K992065,K905786
K992059,K982235
K992059,K980955
K992059,K974362
K992059,K973695
K992059,K971951
K992059,K972567
K992059,K946126
K992059,K982156
K992059,K973317
K992058,K955350
K992057,K972283
K992052,K982144
K992052,K092052
K992052,K944939
K992052,K962583
K992051,K960975
K992051,K863137
K992051,K915414
K992048,K984246
K992046,K945773
K992046,K994577
K992046,K962142
K992046,K981528
K992041,K944096
K992041,K972145
K992041,K954723
K992038,K192038
K992034,K950469
K992033,K983770
K992033,K955935
K992031,K973664
K992028,K792092
K992027,K442024
K992026,K942095
K992026,K994209
K992025,K912395
K992025,K896047
K992015,K955849
K992015,K941766
K992015,K930404
K992010,K954524
K992006,K990334
K992006,K945572
K992006,K951854
K992001,K984483
K991994,K961269
K991994,K991979
K991994,K972325
K991994,K981379
K991994,K954316
K991994,K974586
K991994,K974057
K991991,K780310
K991991,K983484
K991991,K982668
K991991,K974855
K991991,K934335
K991991,K872040
K991991,K912015
K991979,K991974
K991977,K931009
K991975,K491975
K991973,K982223
K991970,K974354
K991970,K935499
K991970,K973572
K991970,K974380
K991968,K954413
K991968,K960254
K991968,K941948
K991968,K974380
K991966,K941927
K991965,K852386
K991965,K962112
K991965,K884414
K991963,K984211
K991963,K891351
K991959,K983758
K991959,K972750
K991958,K981147
K991958,K981250
K991955,K894053
K991955,K924610
K991955,K973419
K991955,K912203
K991955,K944400
K991953,K894053
K991953,K924610
K991953,K973419
K991953,K912203
K991953,K944400
K991952,K983382
K991952,K971409
K991952,K983502
K991943,K990868
K991943,K983342
K991938,K874106
K991937,K943315
K991935,K982940
K991935,K974536
K991929,K980290
K991929,K964688
K991929,K980653
K991929,K905720
K991929,K911581
K991928,K931340
K991925,K372567
K991925,K982235
K991925,K980955
K991925,K974362
K991925,K971951
K991925,K946126
K991925,K382156
K991925,K973685
K991925,K973317
K991923,K933741
K991923,K980159
K991923,K964852
K991923,K902078
K991922,K933664
K991922,K984545
K991921,K964957
K991917,K981933
K991916,K931595
K991916,K974899
K991916,K945559
K991916,K981680
K991913,K954192
K991909,K942031
K991909,K951296
K991909,K982564
K991908,K982337
K991905,K852608
K991899,K950208
K991898,K943390
K991898,K991194
K991897,K873213
K991897,K880571
K991896,K962738
K991896,K980959
K991894,K870012
K991893,K873698
K991891,K983058
K991888,K823536
K991888,K802483
K991886,K810675
K991886,K892941
K991886,K841788
K991886,K810124
K991884,K961644
K991879,K981329
K991879,K885278
K991878,K961924
K991876,K972172
K991875,K973275
K991874,K953026
K991873,K990094
K991873,K800806
K991872,K934041
K991872,K935009
K991872,K982800
K991869,K441269
K991859,K972415
K991858,K981397
K991858,K963705
K991858,K933473
K991858,K990490
K991858,K964865
K991858,K933743
K991858,K852159
K991858,K970047
K991858,K890969
K991858,K964805
K991858,K943303
K991857,K900709
K991857,K973876
K991854,K963587
K991854,K963562
K991851,K904210
K991851,K499135
K991850,K971919
K991847,K913477
K991847,K951245
K991847,K960918
K991847,K954597
K991847,K965199
K991842,K100001
K991842,K100104
K991842,K963315
K991841,K941223
K991841,K980959
K991841,K953801
K991840,K991940
K991839,K990311
K991839,K971736
K991835,K821002
K991835,K951622
K991835,K944699
K991835,K862746
K991834,K864082
K991831,K973426
K991831,K972991
K991830,K984185
K991829,K903456
K991828,K936112
K991827,K941272
K991823,K955642
K991823,K982255
K991822,K955281
K991822,K983742
K991817,K491317
K991814,K923845
K991807,K934765
K991807,K955511
K991805,K934915
K991800,K984361
K991800,K800947
K991799,K982867
K991798,K971737
K991798,K973324
K991798,K981351
K991797,K991997
K991791,K921251
K991791,K981262
K991787,K890530
K991786,K922171
K991786,K950779
K991784,K960728
K991784,K930536
K991783,K780953
K991783,K973011
K991783,K852698
K991780,K771716
K991780,K991
510
K991775,K940415
K991773,K964122
K991773,K981576
K991773,K971910
K991766,K982265
K991766,K982349
K991766,K980176
K991766,K990134
K991765,K980645
K991758,K922522
K991758,K980580
K991758,K851090
K991758,K955235
K991753,K915132
K991746,K953496
K991740,K962933
K991739,K852608
K991739,K964770
K991739,K955559
K991735,K820885
K991734,K990691
K991734,K974771
K991733,K971573
K991726,K854852
K991725,K914152
K991725,K924123
K991722,K953815
K991721,K990303
K991721,K973683
K991717,K912844
K991716,K973168
K991716,K980176
K991716,K980169
K991716,K940606
K991716,K982004
K991715,K981692
K991711,K960464
K991711,K855211
K991711,K933030
K991710,K981397
K991710,K963705
K991710,K990490
K991710,K933473
K991710,K964865
K991710,K933743
K991710,K852159
K991710,K970047
K991710,K890969
K991710,K943303
K991709,K922481
K991708,K964431
K991707,K981985
K991706,K892425
K991705,K904254
K991704,K955858
K991702,K771370
K991702,K931368
K991696,K980787
K991696,K942956
K991696,K943589
K991696,K973700
K991696,K943540
K991696,K943541
K991696,K943563
K991688,K952494
K991685,K950867
K991685,K981772
K991680,K129168
K991680,K961309
K991678,K973425
K991675,K921909
K991674,K990631
K991673,K973401
K991672,K973128
K991669,K936075
K991669,K932518
K991669,K970039
K991669,K983761
K991668,K880767
K991662,K853033
K991661,K973222
K991661,K970368
K991658,K960951
K991658,K983677
K991650,K951550
K991649,K903258
K991649,K983757
K991649,K905347
K991648,K951264
K991643,K971368
K991636,K955397
K991636,K830999
K991636,K972324
K991635,K980787
K991633,K941633
K991632,K991634
K991630,K981902
K991629,K936179
K991629,K960613
K991628,K960475
K991628,K963229
K991628,K935563
K991627,K883779
K991623,K955182
K991619,K974067
K991615,K944182
K991615,K965095
K991613,K961250
K991612,K964026
K991612,K964387
K991611,K933202
K991611,K970901
K991607,K943596
K991607,K971878
K991600,K990491
K991600,K941546
K991598,K954992
K991597,K954992
K991594,K941894
K991594,K491594
K991594,K900492
K991594,K883782
K991594,K491694
K991589,K974769
K991588,K933933
K991587,K932120
K991587,K945288
K991587,K971244
K991587,K930105
K991587,K932163
K991585,K802123
K991585,K800494
K991583,K923056
K991583,K964869
K991580,K911590
K991571,K864210
K991568,K930265
K991568,K930205
K991568,K951650
K991567,K981756
K991567,K974914
K991565,K972686
K991565,K921008
K991565,K912573
K991565,K971980
K991565,K952190
K991565,K942837
K991563,K954050
K991562,K822475
K991561,K983467
K991561,K946083
K991561,K944900
K991561,K491561
K991561,K940986
K991561,K962749
K991557,K982814
K991552,K980761
K991549,K944354
K991549,K871047
K991549,K961923
K991549,K964112
K991546,K935412
K991546,K904005
K991543,K813186
K991543,K840202
K991541,K891576
K991541,K974259
K991539,K945678
K991539,K890491
K991538,K991533
K991537,K922164
K991535,K982911
K991535,K991318
K991535,K991129
K991535,K971980
K991535,K952684
K991535,K954129
K991531,K953768
K991531,K892265
K991527,K965130
K991526,K914281
K991526,K972271
K991526,K982421
K991526,K914825
K991523,K934523
K991522,K991077
K991522,K981015
K991522,K961858
K991519,K894300
K991518,K931486
K991517,K980913
K991517,K991617
K991513,K980558
K991513,K944692
K991513,K982946
K991513,K984502
K991513,K896907
K991512,K970650
K991497,K941447
K991495,K991485
K991486,K914567
K991483,K851636
K991482,K964226
K991480,K951537
K991480,K964630
K991480,K924499
K991469,K973450
K991468,K970623
K991466,K981271
K991466,K894579
K991461,K962152
K991460,K991364
K991458,K942422
K991452,K963518
K991452,K960074
K991449,K955336
K991449,K882303
K991446,K984580
K991446,K971813
K991444,K990691
K991444,K972699
K991441,K930200
K991440,K982551
K991425,K760756
K991425,K910165
K991424,K952889
K991417,K922770
K991417,K980130
K991417,K340606
K991417,K790608
K991417,K840880
K991416,K974391
K991416,K914883
K991416,K950974
K991413,K950956
K991413,K960470
K991410,K962156
K991407,K981372
K991406,K891087
K991406,K971339
K991405,K951440
K991404,K932074
K991404,K980008
K991403,K983291
K991401,K911068
K991398,K970400
K991398,K864537
K991398,K953339
K991398,K973789
K991389,K972439
K991386,K981271
K991386,K894579
K991383,K982266
K991383,K972069
K991377,K981928
K991377,K962255
K991377,K962116
K991377,K944079
K991377,K943593
K991376,K973044
K991372,K930621
K991371,K912844
K991367,K961837
K991367,K961301
K991367,K963621
K991367,K961937
K991364,K991460
K991343,K941343
K991341,K971809
K991338,K991336
K991336,K970291
K991336,K960338
K991336,K982463
K991336,K499336
K991334,K441324
K991326,K990118
K991324,K972317
K991324,K974311
K991323,K963646
K991323,K964561
K991323,K970882
K991321,K894052
K991321,K884863
K991320,K974236
K991318,K954129
K991318,K971878
K991317,K941317
K991314,K971512
K991314,K973820
K991304,K991204
K991303,K973436
K991303,K441302
K991302,K952188
K991301,K933390
K991301,K954870
K991301,K943310
K991300,K944900
K991300,K962749
K991284,K973533
K991284,K955442
K991272,K980913
K991267,K853627
K991267,K982244
K991267,K830332
K991267,K955397
K991267,K956397
K991267,K932807
K991258,K885196
K991258,K812219
K991258,K913127
K991258,K960867
K991257,K982146
K991257,K972256
K991257,K972380
K991255,K942046
K991255,K902374
K991255,K933390
K991250,K924112
K991250,K853788
K991249,K441244
K991236,K970515
K991211,K952065
K991211,K972649
K991209,K441909
K991209,K870611
K991209,K870871
K991202,K925993
K991202,K894541
K991195,K932170
K991195,K983857
K991195,K983643
K991195,K983785
K991194,K922060
K991191,K965162
K991191,K905482
K991191,K915835
K991191,K946271
K991191,K930378
K991190,K965007
K991183,K982629
K991182,K964065
K991181,K964062
K991178,K963855
K991178,K980401
K991175,K910593
K991173,K872102
K991173,K861166
K991173,K962816
K991172,K962065
K991172,K882821
K991172,K991158
K991170,K932208
K991170,K880103
K991168,K960951
K991168,K982064
K991163,K983912
K991161,K892452
K991157,K970718
K991152,K982083
K991150,K980365
K991142,K870233
K991140,K944602
K991139,K962503
K991139,K971395
K991139,K914786
K991137,K904171
K991137,K925369
K991137,K960755
K991135,K910229
K991134,K962804
K991133,K962335
K991132,K915659
K991129,K954129
K991127,K924122
K991124,K973317
K991124,K971078
K991119,K960951
K991119,K914091
K991119,K923363
K991114,K920768
K991114,K924589
K991114,K894595
K991107,K944315
K991106,K961379
K991106,K923807
K991106,K892394
K991106,K864671
K991106,K961685
K991103,K984231
K991103,K441043
K991102,K854261
K991098,K963778
K991098,K933455
K991096,K963695
K991094,K980206
K991090,K914737
K991090,K880364
K991090,K972147
K991090,K940972
K991088,K931367
K991088,K983490
K991083,K935162
K991083,K833611
K991081,K963256
K991075,K944459
K991075,K399107
K991075,K982076
K991073,K931271
K991072,K875099
K991072,K925636
K991070,K885093
K991070,K952308
K991065,K974343
K991065,K884863
K991059,K935425
K991056,K980113
K991056,K954290
K991055,K441055
K991054,K905632
K991054,K921927
K991054,K874685
K991048,K962274
K991048,K894190
K991048,K949104
K991048,K911903
K991045,K914085
K991039,K925039
K991033,K983533
K991032,K983075
K991032,K949103
K991030,K983536
K991029,K971252
K991028,K971448
K991028,K964688
K991028,K990631
K991028,K981407
K991028,K905720
K991028,K911581
K991025,K946333
K991024,K9817
98
K991024,K953954
K991023,K960738
K991014,K951130
K991014,K980495
K991014,K973403
K991012,K963644
K991011,K980474
K991011,K933671
K991010,K880798
K991008,K953374
K991008,K960547
K991008,K954281
K991004,K820944
K991004,K910090
K991000,K944722
K991000,K961299
K991000,K982988
K990997,K874558
K990996,K982890
K990992,K961824
K990990,K953946
K990984,K964310
K990984,K973517
K990984,K962919
K990982,K972892
K990982,K494909
K990972,K990125
K990972,K903523
K990972,K981576
K990972,K971910
K990972,K923343
K990970,K981510
K990970,K974269
K990970,K974267
K990968,K981358
K990966,K973887
K990964,K990976
K990964,K962590
K990959,K922543
K990957,K790211
K990955,K982778
K990955,K976230
K990955,K990855
K990947,K932981
K990947,K923575
K990947,K914136
K990947,K974789
K990947,K895518
K990947,K960413
K990947,K914991
K990947,K933318
K990947,K980685
K990947,K910037
K990947,K902990
K990947,K952006
K990944,K964649
K990944,K972166
K990943,K964310
K990943,K962919
K990939,K970707
K990936,K955514
K990936,K972279
K990936,K964387
K990935,K170935
K990931,K953632
K990931,K952220
K990928,K891691
K990927,K832127
K990923,K972492
K990923,K972585
K990919,K983529
K990919,K982994
K990919,K960330
K990919,K981998
K990913,K710413
K990903,K717070
K990902,K980187
K990900,K973294
K990900,K972808
K990900,K912697
K990900,K981141
K990900,K981155
K990900,K974004
K990899,K984529
K990899,K971919
K990897,K902859
K990897,K960854
K990895,K974636
K990889,K962663
K990889,K915646
K990888,K932076
K990886,K984132
K990872,K854507
K990870,K740570
K990868,K970604
K990867,K490367
K990867,K911581
K990864,K940864
K990860,K970604
K990859,K963157
K990859,K984185
K990858,K964963
K990856,K930656
K990855,K974168
